"","task","id","group","session","trial","condition","trialxcondition","RT","ACC","liking"
"1245","pav",203,"obese","second",5,"CSplus",3,0.3359548,1,77.6315769622576
"1246","pav",203,"obese","second",6,"CSminus",3,0.4262322,1,31.5789427049861
"1247","pav",203,"obese","second",7,"CSminus",4,0.4707878,1,31.5789427049861
"1248","pav",203,"obese","second",8,"CSplus",4,0.3547247,1,77.6315769622576
"1249","pav",203,"obese","second",9,"CSplus",5,0.4041007,1,77.6315769622576
"1250","pav",203,"obese","second",10,"CSminus",5,0.5707323,1,31.5789427049861
"1251","pav",203,"obese","second",11,"CSminus",6,0.4428211,1,31.5789427049861
"1252","pav",203,"obese","second",12,"CSplus",6,0.3772812,1,77.6315769622576
"1253","pav",203,"obese","second",13,"CSminus",7,0.8158247,1,31.5789427049861
"1254","pav",203,"obese","second",14,"CSplus",7,0.5720974,1,77.6315769622576
"1255","pav",203,"obese","second",15,"CSminus",8,0.5006376,1,31.5789427049861
"1256","pav",203,"obese","second",16,"CSplus",8,0.3415825,1,77.6315769622576
"1257","pav",203,"obese","second",17,"CSminus",9,0.5651024,1,31.5789427049861
"1258","pav",203,"obese","second",18,"CSplus",9,0.3938759,1,77.6315769622576
"1259","pav",203,"obese","second",19,"CSminus",10,0.6052209,1,31.5789427049861
"1260","pav",203,"obese","second",20,"CSplus",10,0.3876581,1,77.6315769622576
"1261","pav",203,"obese","second",21,"CSplus",11,0.4355862,1,77.6315769622576
"1262","pav",203,"obese","second",22,"CSminus",11,0.8911952,1,31.5789427049861
"1263","pav",203,"obese","second",23,"CSminus",12,0.6530647,1,31.5789427049861
"1264","pav",203,"obese","second",24,"CSplus",12,0.3926972,1,77.6315769622576
"1265","pav",203,"obese","second",25,"CSplus",13,0.3768672,1,77.6315769622576
"1266","pav",203,"obese","second",26,"CSminus",13,0.3831629,1,31.5789427049861
"1267","pav",203,"obese","second",27,"CSplus",14,0.4157492,1,77.6315769622576
"1268","pav",203,"obese","second",28,"CSminus",14,0.4218269,1,31.5789427049861
"1269","pav",203,"obese","second",29,"CSplus",15,0.4748375,1,77.6315769622576
"1270","pav",203,"obese","second",30,"CSminus",15,0.4365363,1,31.5789427049861
"1271","pav",203,"obese","second",31,"CSplus",16,0.5059388,1,77.6315769622576
"1272","pav",203,"obese","second",32,"CSminus",16,0.8869027,1,31.5789427049861
"1273","pav",203,"obese","second",33,"CSplus",17,0.4502677,1,77.6315769622576
"1274","pav",203,"obese","second",34,"CSminus",17,0.5563751,1,31.5789427049861
"1275","pav",203,"obese","second",35,"CSplus",18,0,0,77.6315769622576
"1276","pav",203,"obese","second",36,"CSminus",18,0.4572457,1,31.5789427049861
"1277","pav",203,"obese","second",37,"CSplus",19,0.5370571,1,77.6315769622576
"1278","pav",203,"obese","second",38,"CSminus",19,0.4285297,1,31.5789427049861
"1279","pav",203,"obese","second",39,"CSminus",20,0.4093441,1,31.5789427049861
"1280","pav",203,"obese","second",40,"CSplus",20,0.4140102,1,77.6315769622576
"1281","pav",204,"obese","second",1,"CSminus",1,0.2994447,1,52.9605305932307
"1282","pav",204,"obese","second",2,"CSplus",1,0.2972705,1,61.842106807133
"1283","pav",204,"obese","second",3,"CSplus",2,0.334274,1,61.842106807133
"1284","pav",204,"obese","second",4,"CSminus",2,0.318859,1,52.9605305932307
"1285","pav",204,"obese","second",5,"CSminus",3,0.3942851,1,52.9605305932307
"1286","pav",204,"obese","second",6,"CSplus",3,0.328964,1,61.842106807133
"1287","pav",204,"obese","second",7,"CSplus",4,0.3332499,1,61.842106807133
"1288","pav",204,"obese","second",8,"CSminus",4,0.4232071,1,52.9605305932307
"1289","pav",204,"obese","second",9,"CSplus",5,0.2985512,1,61.842106807133
"1290","pav",204,"obese","second",10,"CSminus",5,0.5466087,1,52.9605305932307
"1291","pav",204,"obese","second",11,"CSminus",6,0.2779444,1,52.9605305932307
"1292","pav",204,"obese","second",12,"CSplus",6,0.3048914,1,61.842106807133
"1293","pav",204,"obese","second",13,"CSplus",7,0.307396,1,61.842106807133
"1294","pav",204,"obese","second",14,"CSminus",7,0.3473631,1,52.9605305932307
"1295","pav",204,"obese","second",15,"CSminus",8,0.3325443,1,52.9605305932307
"1296","pav",204,"obese","second",16,"CSplus",8,0.3459599,1,61.842106807133
"1297","pav",204,"obese","second",17,"CSminus",9,0.4326113,1,52.9605305932307
"1298","pav",204,"obese","second",18,"CSplus",9,0.3505936,1,61.842106807133
"1299","pav",204,"obese","second",19,"CSplus",10,0.3837782,1,61.842106807133
"1300","pav",204,"obese","second",20,"CSminus",10,0.5478586,1,52.9605305932307
"1301","pav",204,"obese","second",21,"CSminus",11,0.3280983,1,52.9605305932307
"1302","pav",204,"obese","second",22,"CSplus",11,0.3105777,1,61.842106807133
"1303","pav",204,"obese","second",23,"CSminus",12,0.3908763,1,52.9605305932307
"1304","pav",204,"obese","second",24,"CSplus",12,0.3780249,1,61.842106807133
"1305","pav",204,"obese","second",25,"CSplus",13,0.3475889,1,61.842106807133
"1306","pav",204,"obese","second",26,"CSminus",13,0.3015545,1,52.9605305932307
"1307","pav",204,"obese","second",27,"CSplus",14,0.3593695,1,61.842106807133
"1308","pav",204,"obese","second",28,"CSminus",14,0.4425499,1,52.9605305932307
"1309","pav",204,"obese","second",29,"CSplus",15,0.2731353,1,61.842106807133
"1310","pav",204,"obese","second",30,"CSminus",15,0.3056583,1,52.9605305932307
"1311","pav",204,"obese","second",31,"CSminus",16,0.3758038,1,52.9605305932307
"1312","pav",204,"obese","second",32,"CSplus",16,0.3557843,1,61.842106807133
"1313","pav",204,"obese","second",33,"CSminus",17,0.3924444,1,52.9605305932307
"1314","pav",204,"obese","second",34,"CSplus",17,0.3172832,1,61.842106807133
"1315","pav",204,"obese","second",35,"CSplus",18,0.2272083,1,61.842106807133
"1316","pav",204,"obese","second",36,"CSminus",18,0.3174106,1,52.9605305932307
"1317","pav",204,"obese","second",37,"CSplus",19,0.2756268,1,61.842106807133
"1318","pav",204,"obese","second",38,"CSminus",19,0.3698888,1,52.9605305932307
"1319","pav",204,"obese","second",39,"CSplus",20,0.2810696,1,61.842106807133
"1320","pav",204,"obese","second",40,"CSminus",20,0.4076134,1,52.9605305932307
"1321","pav",205,"obese","second",1,"CSminus",1,0.6493843,1,50.0000011973684
"1322","pav",205,"obese","second",2,"CSplus",1,0.4916694,1,50.0000011973684
"1323","pav",205,"obese","second",3,"CSplus",2,0.4577372,1,50.0000011973684
"1324","pav",205,"obese","second",4,"CSminus",2,0.489424,1,50.0000011973684
"1325","pav",205,"obese","second",5,"CSplus",3,0.823155,1,50.0000011973684
"1326","pav",205,"obese","second",6,"CSminus",3,0,0,50.0000011973684
"1327","pav",205,"obese","second",7,"CSminus",4,0.5066313,1,50.0000011973684
"1328","pav",205,"obese","second",8,"CSplus",4,0.5567612,1,50.0000011973684
"1329","pav",205,"obese","second",9,"CSplus",5,0,0,50.0000011973684
"1330","pav",205,"obese","second",10,"CSminus",5,0,0,50.0000011973684
"1331","pav",205,"obese","second",11,"CSminus",6,0.4938158,1,50.0000011973684
"1332","pav",205,"obese","second",12,"CSplus",6,0.634825,1,50.0000011973684
"1333","pav",205,"obese","second",13,"CSminus",7,0.7990696,1,50.0000011973684
"1334","pav",205,"obese","second",14,"CSplus",7,0.9534861,1,50.0000011973684
"1335","pav",205,"obese","second",15,"CSminus",8,0.4821004,1,50.0000011973684
"1336","pav",205,"obese","second",16,"CSplus",8,0.5172386,1,50.0000011973684
"1337","pav",205,"obese","second",17,"CSminus",9,0,0,50.0000011973684
"1338","pav",205,"obese","second",18,"CSplus",9,0,0,50.0000011973684
"1339","pav",205,"obese","second",19,"CSplus",10,0.5385827,1,50.0000011973684
"1340","pav",205,"obese","second",20,"CSminus",10,0.6686029,1,50.0000011973684
"1341","pav",205,"obese","second",21,"CSplus",11,0.6002317,1,50.0000011973684
"1342","pav",205,"obese","second",22,"CSminus",11,0.737344,1,50.0000011973684
"1343","pav",205,"obese","second",23,"CSplus",12,0.695055,1,50.0000011973684
"1344","pav",205,"obese","second",24,"CSminus",12,0.6292872,1,50.0000011973684
"1345","pav",205,"obese","second",25,"CSminus",13,0.7752071,1,50.0000011973684
"1346","pav",205,"obese","second",26,"CSplus",13,0.5233748,1,50.0000011973684
"1347","pav",205,"obese","second",27,"CSplus",14,0.4455151,1,50.0000011973684
"1348","pav",205,"obese","second",28,"CSminus",14,0,0,50.0000011973684
"1349","pav",205,"obese","second",29,"CSminus",15,0,0,50.0000011973684
"1350","pav",205,"obese","second",30,"CSplus",15,0,0,50.0000011973684
"1351","pav",205,"obese","second",31,"CSminus",16,0.8990927,1,50.0000011973684
"1352","pav",205,"obese","second",32,"CSplus",16,0.5036286,1,50.0000011973684
"1353","pav",205,"obese","second",33,"CSminus",17,0.0001494614,1,50.0000011973684
"1354","pav",205,"obese","second",34,"CSplus",17,0,0,50.0000011973684
"1355","pav",205,"obese","second",35,"CSplus",18,0.5325549,1,50.0000011973684
"1356","pav",205,"obese","second",36,"CSminus",18,0,0,50.0000011973684
"1357","pav",205,"obese","second",37,"CSminus",19,0,0,50.0000011973684
"1358","pav",205,"obese","second",38,"CSplus",19,0,0,50.0000011973684
"1359","pav",205,"obese","second",39,"CSminus",20,0.5341604,1,50.0000011973684
"1360","pav",205,"obese","second",40,"CSplus",20,0.8733504,1,50.0000011973684
"1361","pav",206,"obese","second",1,"CSminus",1,0.2957083,1,80.9210593904087
"1362","pav",206,"obese","second",2,"CSplus",1,0.3477747,1,75.9868477218664
"1363","pav",206,"obese","second",3,"CSminus",2,0.3723682,1,80.9210593904087
"1364","pav",206,"obese","second",4,"CSplus",2,0.4614723,1,75.9868477218664
"1365","pav",206,"obese","second",5,"CSplus",3,0.3241222,1,75.9868477218664
"1366","pav",206,"obese","second",6,"CSminus",3,0.390266,1,80.9210593904087
"1367","pav",206,"obese","second",7,"CSplus",4,0.3191511,1,75.9868477218664
"1368","pav",206,"obese","second",8,"CSminus",4,0.4275896,1,80.9210593904087
"1369","pav",206,"obese","second",9,"CSplus",5,0.3926702,1,75.9868477218664
"1370","pav",206,"obese","second",10,"CSminus",5,0.4020124,1,80.9210593904087
"1371","pav",206,"obese","second",11,"CSminus",6,0.4246889,1,80.9210593904087
"1372","pav",206,"obese","second",12,"CSplus",6,0.3529764,1,75.9868477218664
"1373","pav",206,"obese","second",13,"CSminus",7,0.4313438,1,80.9210593904087
"1374","pav",206,"obese","second",14,"CSplus",7,0.4704148,1,75.9868477218664
"1375","pav",206,"obese","second",15,"CSminus",8,0.2851974,1,80.9210593904087
"1376","pav",206,"obese","second",16,"CSplus",8,0.465904,1,75.9868477218664
"1377","pav",206,"obese","second",17,"CSplus",9,0.4674682,1,75.9868477218664
"1378","pav",206,"obese","second",18,"CSminus",9,0.4429157,1,80.9210593904087
"1379","pav",206,"obese","second",19,"CSminus",10,0.4824136,1,80.9210593904087
"1380","pav",206,"obese","second",20,"CSplus",10,0.4397119,1,75.9868477218664
"1381","pav",206,"obese","second",21,"CSminus",11,0.4834076,1,80.9210593904087
"1382","pav",206,"obese","second",22,"CSplus",11,0.417743,1,75.9868477218664
"1383","pav",206,"obese","second",23,"CSminus",12,0.5431723,1,80.9210593904087
"1384","pav",206,"obese","second",24,"CSplus",12,0.4895581,1,75.9868477218664
"1385","pav",206,"obese","second",25,"CSminus",13,0.441467,1,80.9210593904087
"1386","pav",206,"obese","second",26,"CSplus",13,0.6367081,1,75.9868477218664
"1387","pav",206,"obese","second",27,"CSminus",14,0.5534067,1,80.9210593904087
"1388","pav",206,"obese","second",28,"CSplus",14,0.5027821,1,75.9868477218664
"1389","pav",206,"obese","second",29,"CSplus",15,0.5785609,1,75.9868477218664
"1390","pav",206,"obese","second",30,"CSminus",15,0.6992016,1,80.9210593904087
"1391","pav",206,"obese","second",31,"CSplus",16,0.5645696,1,75.9868477218664
"1392","pav",206,"obese","second",32,"CSminus",16,0,0,80.9210593904087
"1393","pav",206,"obese","second",33,"CSminus",17,0.44734,1,80.9210593904087
"1394","pav",206,"obese","second",34,"CSplus",17,0.4648497,1,75.9868477218664
"1395","pav",206,"obese","second",35,"CSminus",18,0.7678741,1,80.9210593904087
"1396","pav",206,"obese","second",36,"CSplus",18,0.4953785,1,75.9868477218664
"1397","pav",206,"obese","second",37,"CSplus",19,0,0,75.9868477218664
"1398","pav",206,"obese","second",38,"CSminus",19,0.4477217,1,80.9210593904087
"1399","pav",206,"obese","second",39,"CSminus",20,0.5153662,1,80.9210593904087
"1400","pav",206,"obese","second",40,"CSplus",20,0,0,75.9868477218664
"1401","pav",207,"obese","second",1,"CSminus",1,0.2705242,1,28.9473663414127
"1402","pav",207,"obese","second",2,"CSplus",1,0.4321352,1,25.3289428546571
"1403","pav",207,"obese","second",3,"CSminus",2,0.3850503,1,28.9473663414127
"1404","pav",207,"obese","second",4,"CSplus",2,0.4093485,1,25.3289428546571
"1405","pav",207,"obese","second",5,"CSminus",3,0.3496333,1,28.9473663414127
"1406","pav",207,"obese","second",6,"CSplus",3,0.5668439,1,25.3289428546571
"1407","pav",207,"obese","second",7,"CSplus",4,0.2636406,1,25.3289428546571
"1408","pav",207,"obese","second",8,"CSminus",4,0.2836243,1,28.9473663414127
"1409","pav",207,"obese","second",9,"CSplus",5,0.4557577,1,25.3289428546571
"1410","pav",207,"obese","second",10,"CSminus",5,0.3119742,1,28.9473663414127
"1411","pav",207,"obese","second",11,"CSplus",6,0.3285758,1,25.3289428546571
"1412","pav",207,"obese","second",12,"CSminus",6,0.4824333,1,28.9473663414127
"1413","pav",207,"obese","second",13,"CSplus",7,0.2561225,1,25.3289428546571
"1414","pav",207,"obese","second",14,"CSminus",7,0.2563201,1,28.9473663414127
"1415","pav",207,"obese","second",15,"CSminus",8,0.4269589,1,28.9473663414127
"1416","pav",207,"obese","second",16,"CSplus",8,0.3399253,1,25.3289428546571
"1417","pav",207,"obese","second",17,"CSminus",9,0.3923444,1,28.9473663414127
"1418","pav",207,"obese","second",18,"CSplus",9,0.5341818,1,25.3289428546571
"1419","pav",207,"obese","second",19,"CSplus",10,0.325997,1,25.3289428546571
"1420","pav",207,"obese","second",20,"CSminus",10,0.5102664,1,28.9473663414127
"1421","pav",207,"obese","second",21,"CSplus",11,0.3593487,1,25.3289428546571
"1422","pav",207,"obese","second",22,"CSminus",11,0.317249,1,28.9473663414127
"1423","pav",207,"obese","second",23,"CSplus",12,0.285594,1,25.3289428546571
"1424","pav",207,"obese","second",24,"CSminus",12,0.2846863,1,28.9473663414127
"1425","pav",207,"obese","second",25,"CSplus",13,0.6164983,1,25.3289428546571
"1426","pav",207,"obese","second",26,"CSminus",13,0.5638303,1,28.9473663414127
"1427","pav",207,"obese","second",27,"CSplus",14,0.3239892,1,25.3289428546571
"1428","pav",207,"obese","second",28,"CSminus",14,0.3637659,1,28.9473663414127
"1429","pav",207,"obese","second",29,"CSminus",15,0.4212087,1,28.9473663414127
"1430","pav",207,"obese","second",30,"CSplus",15,0.7235595,1,25.3289428546571
"1431","pav",207,"obese","second",31,"CSplus",16,0.4010697,1,25.3289428546571
"1432","pav",207,"obese","second",32,"CSminus",16,0.9183888,1,28.9473663414127
"1433","pav",207,"obese","second",33,"CSminus",17,0.8247321,1,28.9473663414127
"1434","pav",207,"obese","second",34,"CSplus",17,0.4912786,1,25.3289428546571
"1435","pav",207,"obese","second",35,"CSplus",18,0.3291059,1,25.3289428546571
"1436","pav",207,"obese","second",36,"CSminus",18,0.5979501,1,28.9473663414127
"1437","pav",207,"obese","second",37,"CSminus",19,0.3280263,1,28.9473663414127
"1438","pav",207,"obese","second",38,"CSplus",19,0,0,25.3289428546571
"1439","pav",207,"obese","second",39,"CSminus",20,0.3056197,1,28.9473663414127
"1440","pav",207,"obese","second",40,"CSplus",20,0.3152495,1,25.3289428546571
"1441","pav",208,"obese","second",1,"CSminus",1,0.3213095,1,76.6447418127598
"1442","pav",208,"obese","second",2,"CSplus",1,0.3536122,1,100
"1443","pav",208,"obese","second",3,"CSplus",2,0.4300937,1,100
"1444","pav",208,"obese","second",4,"CSminus",2,0.3968015,1,76.6447418127598
"1445","pav",208,"obese","second",5,"CSplus",3,0.5066522,1,100
"1446","pav",208,"obese","second",6,"CSminus",3,0.2823621,1,76.6447418127598
"1447","pav",208,"obese","second",7,"CSplus",4,0.4257137,1,100
"1448","pav",208,"obese","second",8,"CSminus",4,0.298394,1,76.6447418127598
"1449","pav",208,"obese","second",9,"CSminus",5,0.3473261,1,76.6447418127598
"1450","pav",208,"obese","second",10,"CSplus",5,0.4625766,1,100
"1451","pav",208,"obese","second",11,"CSplus",6,0.3003431,1,100
"1452","pav",208,"obese","second",12,"CSminus",6,0.3976351,1,76.6447418127598
"1453","pav",208,"obese","second",13,"CSminus",7,0.3531981,1,76.6447418127598
"1454","pav",208,"obese","second",14,"CSplus",7,0.4912938,1,100
"1455","pav",208,"obese","second",15,"CSplus",8,0.3742764,1,100
"1456","pav",208,"obese","second",16,"CSminus",8,0.5160657,1,76.6447418127598
"1457","pav",208,"obese","second",17,"CSminus",9,0.4651986,1,76.6447418127598
"1458","pav",208,"obese","second",18,"CSplus",9,0.5800867,1,100
"1459","pav",208,"obese","second",19,"CSminus",10,0.4983805,1,76.6447418127598
"1460","pav",208,"obese","second",20,"CSplus",10,0.5509817,1,100
"1461","pav",208,"obese","second",21,"CSplus",11,0.3663318,1,100
"1462","pav",208,"obese","second",22,"CSminus",11,0.4141125,1,76.6447418127598
"1463","pav",208,"obese","second",23,"CSplus",12,0.3422662,1,100
"1464","pav",208,"obese","second",24,"CSminus",12,0.5331538,1,76.6447418127598
"1465","pav",208,"obese","second",25,"CSplus",13,0.5480458,1,100
"1466","pav",208,"obese","second",26,"CSminus",13,0.5125578,1,76.6447418127598
"1467","pav",208,"obese","second",27,"CSplus",14,0.5910642,1,100
"1468","pav",208,"obese","second",28,"CSminus",14,0.4036989,1,76.6447418127598
"1469","pav",208,"obese","second",29,"CSplus",15,0.5907874,1,100
"1470","pav",208,"obese","second",30,"CSminus",15,0.6594642,1,76.6447418127598
"1471","pav",208,"obese","second",31,"CSplus",16,0.4226979,1,100
"1472","pav",208,"obese","second",32,"CSminus",16,0.3683595,1,76.6447418127598
"1473","pav",208,"obese","second",33,"CSminus",17,0.5160378,1,76.6447418127598
"1474","pav",208,"obese","second",34,"CSplus",17,0.3737119,1,100
"1475","pav",208,"obese","second",35,"CSplus",18,0.4609495,1,100
"1476","pav",208,"obese","second",36,"CSminus",18,0.6229512,1,76.6447418127598
"1477","pav",208,"obese","second",37,"CSminus",19,0.416839,1,76.6447418127598
"1478","pav",208,"obese","second",38,"CSplus",19,0.4506973,1,100
"1479","pav",208,"obese","second",39,"CSminus",20,0.544468,1,76.6447418127598
"1480","pav",208,"obese","second",40,"CSplus",20,0.5483229,1,100
"1481","pav",209,"obese","second",1,"CSplus",1,0.4345312,1,87.828953331631
"1482","pav",209,"obese","second",2,"CSminus",1,0.3834796,1,17.7631548225415
"1483","pav",209,"obese","second",3,"CSplus",2,0.3752242,1,87.828953331631
"1484","pav",209,"obese","second",4,"CSminus",2,0.5070983,1,17.7631548225415
"1485","pav",209,"obese","second",5,"CSplus",3,0.396154,1,87.828953331631
"1486","pav",209,"obese","second",6,"CSminus",3,0.6895381,1,17.7631548225415
"1487","pav",209,"obese","second",7,"CSminus",4,0.3318201,1,17.7631548225415
"1488","pav",209,"obese","second",8,"CSplus",4,0.4697278,1,87.828953331631
"1489","pav",209,"obese","second",9,"CSplus",5,0.3702285,1,87.828953331631
"1490","pav",209,"obese","second",10,"CSminus",5,0.4689311,1,17.7631548225415
"1491","pav",209,"obese","second",11,"CSplus",6,0.3847067,1,87.828953331631
"1492","pav",209,"obese","second",12,"CSminus",6,0.7382481,1,17.7631548225415
"1493","pav",209,"obese","second",13,"CSplus",7,0.5153033,1,87.828953331631
"1494","pav",209,"obese","second",14,"CSminus",7,0.3639768,1,17.7631548225415
"1495","pav",209,"obese","second",15,"CSminus",8,0.5391898,1,17.7631548225415
"1496","pav",209,"obese","second",16,"CSplus",8,0.6788462,1,87.828953331631
"1497","pav",209,"obese","second",17,"CSminus",9,0.4634116,1,17.7631548225415
"1498","pav",209,"obese","second",18,"CSplus",9,0.4543823,1,87.828953331631
"1499","pav",209,"obese","second",19,"CSplus",10,0.6595788,1,87.828953331631
"1500","pav",209,"obese","second",20,"CSminus",10,0.6693509,1,17.7631548225415
"1501","pav",209,"obese","second",21,"CSminus",11,0.4125562,1,17.7631548225415
"1502","pav",209,"obese","second",22,"CSplus",11,0.3634601,1,87.828953331631
"1503","pav",209,"obese","second",23,"CSminus",12,0.7618338,1,17.7631548225415
"1504","pav",209,"obese","second",24,"CSplus",12,0.6531536,1,87.828953331631
"1505","pav",209,"obese","second",25,"CSminus",13,0.8724112,1,17.7631548225415
"1506","pav",209,"obese","second",26,"CSplus",13,0.3533968,1,87.828953331631
"1507","pav",209,"obese","second",27,"CSminus",14,0.5267166,1,17.7631548225415
"1508","pav",209,"obese","second",28,"CSplus",14,0.8778797,1,87.828953331631
"1509","pav",209,"obese","second",29,"CSminus",15,0.6778625,1,17.7631548225415
"1510","pav",209,"obese","second",30,"CSplus",15,0.7153167,1,87.828953331631
"1511","pav",209,"obese","second",31,"CSplus",16,0.4711175,1,87.828953331631
"1512","pav",209,"obese","second",32,"CSminus",16,0.5452491,1,17.7631548225415
"1513","pav",209,"obese","second",33,"CSplus",17,0.3692849,1,87.828953331631
"1514","pav",209,"obese","second",34,"CSminus",17,0.4757605,1,17.7631548225415
"1515","pav",209,"obese","second",35,"CSplus",18,0.3674744,1,87.828953331631
"1516","pav",209,"obese","second",36,"CSminus",18,0.5536456,1,17.7631548225415
"1517","pav",209,"obese","second",37,"CSminus",19,0.3821854,1,17.7631548225415
"1518","pav",209,"obese","second",38,"CSplus",19,0.6529207,1,87.828953331631
"1519","pav",209,"obese","second",39,"CSplus",20,0.6385965,1,87.828953331631
"1520","pav",209,"obese","second",40,"CSminus",20,0,0,17.7631548225415
"1521","pav",210,"obese","second",1,"CSplus",1,0.3981151,1,63.1578949889197
"1522","pav",210,"obese","second",2,"CSminus",1,0.4976105,1,25.9868369455505
"1523","pav",210,"obese","second",3,"CSplus",2,0.5259868,1,63.1578949889197
"1524","pav",210,"obese","second",4,"CSminus",2,0.6470095,1,25.9868369455505
"1525","pav",210,"obese","second",5,"CSminus",3,0.4113606,1,25.9868369455505
"1526","pav",210,"obese","second",6,"CSplus",3,0.5106716,1,63.1578949889197
"1527","pav",210,"obese","second",7,"CSminus",4,0.4876362,1,25.9868369455505
"1528","pav",210,"obese","second",8,"CSplus",4,0.4543269,1,63.1578949889197
"1529","pav",210,"obese","second",9,"CSplus",5,0.4004299,1,63.1578949889197
"1530","pav",210,"obese","second",10,"CSminus",5,0.5560412,1,25.9868369455505
"1531","pav",210,"obese","second",11,"CSplus",6,0.4312463,1,63.1578949889197
"1532","pav",210,"obese","second",12,"CSminus",6,0.4470715,1,25.9868369455505
"1533","pav",210,"obese","second",13,"CSminus",7,0.4895917,1,25.9868369455505
"1534","pav",210,"obese","second",14,"CSplus",7,0.4804235,1,63.1578949889197
"1535","pav",210,"obese","second",15,"CSminus",8,0.5307684,1,25.9868369455505
"1536","pav",210,"obese","second",16,"CSplus",8,0.6223464,1,63.1578949889197
"1537","pav",210,"obese","second",17,"CSminus",9,0.5008528,1,25.9868369455505
"1538","pav",210,"obese","second",18,"CSplus",9,0.501739,1,63.1578949889197
"1539","pav",210,"obese","second",19,"CSminus",10,0.4974165,1,25.9868369455505
"1540","pav",210,"obese","second",20,"CSplus",10,0.5581388,1,63.1578949889197
"1541","pav",210,"obese","second",21,"CSplus",11,0.5039759,1,63.1578949889197
"1542","pav",210,"obese","second",22,"CSminus",11,0.5050398,1,25.9868369455505
"1543","pav",210,"obese","second",23,"CSplus",12,0.5992369,1,63.1578949889197
"1544","pav",210,"obese","second",24,"CSminus",12,0,0,25.9868369455505
"1545","pav",210,"obese","second",25,"CSminus",13,0.433352,1,25.9868369455505
"1546","pav",210,"obese","second",26,"CSplus",13,0.4119905,1,63.1578949889197
"1547","pav",210,"obese","second",27,"CSminus",14,0.5073507,1,25.9868369455505
"1548","pav",210,"obese","second",28,"CSplus",14,0.4520234,1,63.1578949889197
"1549","pav",210,"obese","second",29,"CSplus",15,0.5423213,1,63.1578949889197
"1550","pav",210,"obese","second",30,"CSminus",15,0.518835,1,25.9868369455505
"1551","pav",210,"obese","second",31,"CSminus",16,0.4919944,1,25.9868369455505
"1552","pav",210,"obese","second",32,"CSplus",16,0,0,63.1578949889197
"1553","pav",210,"obese","second",33,"CSplus",17,0.4266245,1,63.1578949889197
"1554","pav",210,"obese","second",34,"CSminus",17,0.5019831,1,25.9868369455505
"1555","pav",210,"obese","second",35,"CSplus",18,0.5035021,1,63.1578949889197
"1556","pav",210,"obese","second",36,"CSminus",18,0.7156272,1,25.9868369455505
"1557","pav",210,"obese","second",37,"CSminus",19,0.4694282,1,25.9868369455505
"1558","pav",210,"obese","second",38,"CSplus",19,0.5181528,1,63.1578949889197
"1559","pav",210,"obese","second",39,"CSplus",20,0.5047867,1,63.1578949889197
"1560","pav",210,"obese","second",40,"CSminus",20,0.4766734,1,25.9868369455505
"1561","pav",211,"obese","second",1,"CSplus",1,0.3659601,1,50.0000011973684
"1562","pav",211,"obese","second",2,"CSminus",1,0.3272761,1,49.6710481650796
"1563","pav",211,"obese","second",3,"CSplus",2,0.409082,1,50.0000011973684
"1564","pav",211,"obese","second",4,"CSminus",2,0.4605527,1,49.6710481650796
"1565","pav",211,"obese","second",5,"CSminus",3,0.4617099,1,49.6710481650796
"1566","pav",211,"obese","second",6,"CSplus",3,0.4267109,1,50.0000011973684
"1567","pav",211,"obese","second",7,"CSplus",4,0.4140608,1,50.0000011973684
"1568","pav",211,"obese","second",8,"CSminus",4,0.5446038,1,49.6710481650796
"1569","pav",211,"obese","second",9,"CSplus",5,0.432386,1,50.0000011973684
"1570","pav",211,"obese","second",10,"CSminus",5,0.4626927,1,49.6710481650796
"1571","pav",211,"obese","second",11,"CSplus",6,0.4683068,1,50.0000011973684
"1572","pav",211,"obese","second",12,"CSminus",6,0.4367224,1,49.6710481650796
"1573","pav",211,"obese","second",13,"CSplus",7,0.4195601,1,50.0000011973684
"1574","pav",211,"obese","second",14,"CSminus",7,0.3673412,1,49.6710481650796
"1575","pav",211,"obese","second",15,"CSplus",8,0.4514114,1,50.0000011973684
"1576","pav",211,"obese","second",16,"CSminus",8,0.3997621,1,49.6710481650796
"1577","pav",211,"obese","second",17,"CSminus",9,0.4003195,1,49.6710481650796
"1578","pav",211,"obese","second",18,"CSplus",9,0.3670547,1,50.0000011973684
"1579","pav",211,"obese","second",19,"CSplus",10,0.4247086,1,50.0000011973684
"1580","pav",211,"obese","second",20,"CSminus",10,0.4262225,1,49.6710481650796
"1581","pav",211,"obese","second",21,"CSplus",11,0.4531386,1,50.0000011973684
"1582","pav",211,"obese","second",22,"CSminus",11,0.5859969,1,49.6710481650796
"1583","pav",211,"obese","second",23,"CSminus",12,0.3719004,1,49.6710481650796
"1584","pav",211,"obese","second",24,"CSplus",12,0.534703,1,50.0000011973684
"1585","pav",211,"obese","second",25,"CSplus",13,0.4802998,1,50.0000011973684
"1586","pav",211,"obese","second",26,"CSminus",13,0.9058079,1,49.6710481650796
"1587","pav",211,"obese","second",27,"CSplus",14,0.5328921,1,50.0000011973684
"1588","pav",211,"obese","second",28,"CSminus",14,0.4633329,1,49.6710481650796
"1589","pav",211,"obese","second",29,"CSplus",15,0.5358265,1,50.0000011973684
"1590","pav",211,"obese","second",30,"CSminus",15,0.522813,1,49.6710481650796
"1591","pav",211,"obese","second",31,"CSminus",16,0.4342671,1,49.6710481650796
