"","task","id","group","session","trial","condition","trialxcondition","RT","ACC","liking"
"1","pav",100,"control","second",1,"CSminus",1,0.3342723,1,97.3684236364266
"2","pav",100,"control","second",2,"CSplus",1,0.4199233,1,61.1842127162396
"3","pav",100,"control","second",3,"CSminus",2,0.2910164,1,97.3684236364266
"4","pav",100,"control","second",4,"CSplus",2,0.3646661,1,61.1842127162396
"5","pav",100,"control","second",5,"CSplus",3,0.4597159,1,61.1842127162396
"6","pav",100,"control","second",6,"CSminus",3,0.3056092,1,97.3684236364266
"7","pav",100,"control","second",7,"CSplus",4,0.4978054,1,61.1842127162396
"8","pav",100,"control","second",8,"CSminus",4,0.2420313,1,97.3684236364266
"9","pav",100,"control","second",9,"CSminus",5,0.2920713,1,97.3684236364266
"10","pav",100,"control","second",10,"CSplus",5,0.281965,1,61.1842127162396
"11","pav",100,"control","second",11,"CSminus",6,0.3879149,1,97.3684236364266
"12","pav",100,"control","second",12,"CSplus",6,0.5057978,1,61.1842127162396
"13","pav",100,"control","second",13,"CSplus",7,0.5084935,1,61.1842127162396
"14","pav",100,"control","second",14,"CSminus",7,0.5533945,1,97.3684236364266
"15","pav",100,"control","second",15,"CSplus",8,0.3515404,1,61.1842127162396
"16","pav",100,"control","second",16,"CSminus",8,0.2834894,1,97.3684236364266
"17","pav",100,"control","second",17,"CSminus",9,0.366843,1,97.3684236364266
"18","pav",100,"control","second",18,"CSplus",9,0.4654166,1,61.1842127162396
"19","pav",100,"control","second",19,"CSminus",10,0.2628457,1,97.3684236364266
"20","pav",100,"control","second",20,"CSplus",10,0.446262,1,61.1842127162396
"21","pav",100,"control","second",21,"CSminus",11,0.4181785,1,97.3684236364266
"22","pav",100,"control","second",22,"CSplus",11,0.451209,1,61.1842127162396
"23","pav",100,"control","second",23,"CSminus",12,0.2560897,1,97.3684236364266
"24","pav",100,"control","second",24,"CSplus",12,0.358109,1,61.1842127162396
"25","pav",100,"control","second",25,"CSminus",13,0.2875506,1,97.3684236364266
"26","pav",100,"control","second",26,"CSplus",13,0.3627148,1,61.1842127162396
"27","pav",100,"control","second",27,"CSminus",14,0.3724946,1,97.3684236364266
"28","pav",100,"control","second",28,"CSplus",14,0.3990213,1,61.1842127162396
"29","pav",100,"control","second",29,"CSplus",15,0.3121949,1,61.1842127162396
"30","pav",100,"control","second",30,"CSminus",15,0.3650542,1,97.3684236364266
"31","pav",100,"control","second",31,"CSplus",16,0.3630034,1,61.1842127162396
"32","pav",100,"control","second",32,"CSminus",16,0.371204,1,97.3684236364266
"33","pav",100,"control","second",33,"CSplus",17,0.9943268,1,61.1842127162396
"34","pav",100,"control","second",34,"CSminus",17,0.3122571,1,97.3684236364266
"35","pav",100,"control","second",35,"CSminus",18,0.2481342,1,97.3684236364266
"36","pav",100,"control","second",36,"CSplus",18,0.2857651,1,61.1842127162396
"37","pav",100,"control","second",37,"CSplus",19,0.5315983,1,61.1842127162396
"38","pav",100,"control","second",38,"CSminus",19,0.2609713,1,97.3684236364266
"39","pav",100,"control","second",39,"CSplus",20,0.3377728,1,61.1842127162396
"40","pav",100,"control","second",40,"CSminus",20,0.2724539,1,97.3684236364266
"41","pav",102,"control","second",1,"CSplus",1,0.4529798,1,82.2368475721954
"42","pav",102,"control","second",2,"CSminus",1,0.5851755,1,81.2500004490132
"43","pav",102,"control","second",3,"CSplus",2,0.3871594,1,82.2368475721954
"44","pav",102,"control","second",4,"CSminus",2,0.4472258,1,81.2500004490132
"45","pav",102,"control","second",5,"CSminus",3,0.4511677,1,81.2500004490132
"46","pav",102,"control","second",6,"CSplus",3,0.4786419,1,82.2368475721954
"47","pav",102,"control","second",7,"CSminus",4,0.3891011,1,81.2500004490132
"48","pav",102,"control","second",8,"CSplus",4,0.3907202,1,82.2368475721954
"49","pav",102,"control","second",9,"CSplus",5,0.4301316,1,82.2368475721954
"50","pav",102,"control","second",10,"CSminus",5,0.5283444,1,81.2500004490132
"51","pav",102,"control","second",11,"CSminus",6,0.4892778,1,81.2500004490132
"52","pav",102,"control","second",12,"CSplus",6,0.426065,1,82.2368475721954
"53","pav",102,"control","second",13,"CSplus",7,0.503777,1,82.2368475721954
"54","pav",102,"control","second",14,"CSminus",7,0.4610297,1,81.2500004490132
"55","pav",102,"control","second",15,"CSplus",8,0.4701434,1,82.2368475721954
"56","pav",102,"control","second",16,"CSminus",8,0.5255043,1,81.2500004490132
"57","pav",102,"control","second",17,"CSplus",9,0.4573585,1,82.2368475721954
"58","pav",102,"control","second",18,"CSminus",9,0.769044,1,81.2500004490132
"59","pav",102,"control","second",19,"CSplus",10,0.4410116,1,82.2368475721954
"60","pav",102,"control","second",20,"CSminus",10,0.854895,1,81.2500004490132
"61","pav",102,"control","second",21,"CSplus",11,0.4443581,1,82.2368475721954
"62","pav",102,"control","second",22,"CSminus",11,0.9673324,1,81.2500004490132
"63","pav",102,"control","second",23,"CSplus",12,0.6012903,1,82.2368475721954
"64","pav",102,"control","second",24,"CSminus",12,0.6298351,1,81.2500004490132
"65","pav",102,"control","second",25,"CSplus",13,0.6287295,1,82.2368475721954
"66","pav",102,"control","second",26,"CSminus",13,0.7714367,1,81.2500004490132
"67","pav",102,"control","second",27,"CSminus",14,0.6384468,1,81.2500004490132
"68","pav",102,"control","second",28,"CSplus",14,0.6313653,1,82.2368475721954
"69","pav",102,"control","second",29,"CSplus",15,0.6026293,1,82.2368475721954
"70","pav",102,"control","second",30,"CSminus",15,0.8857222,1,81.2500004490132
"71","pav",102,"control","second",31,"CSminus",16,0.6349082,1,81.2500004490132
"72","pav",102,"control","second",32,"CSplus",16,0.5372448,1,82.2368475721954
"73","pav",102,"control","second",33,"CSplus",17,0.6944672,1,82.2368475721954
"74","pav",102,"control","second",34,"CSminus",17,0.8793989,1,81.2500004490132
"75","pav",102,"control","second",35,"CSminus",18,0.5643909,1,81.2500004490132
"76","pav",102,"control","second",36,"CSplus",18,0.6362597,1,82.2368475721954
"77","pav",102,"control","second",37,"CSminus",19,0.8445757,1,81.2500004490132
"78","pav",102,"control","second",38,"CSplus",19,0.5570903,1,82.2368475721954
"79","pav",102,"control","second",39,"CSminus",20,0.6853378,1,81.2500004490132
"80","pav",102,"control","second",40,"CSplus",20,0.4990641,1,82.2368475721954
"81","pav",105,"control","second",1,"CSplus",1,0.5813469,1,55.2631539245152
"82","pav",105,"control","second",2,"CSminus",1,0.603148,1,61.5131537748441
"83","pav",105,"control","second",3,"CSminus",2,0.4441615,1,61.5131537748441
"84","pav",105,"control","second",4,"CSplus",2,0.516413,1,55.2631539245152
"85","pav",105,"control","second",5,"CSminus",3,0.6884604,1,61.5131537748441
"86","pav",105,"control","second",6,"CSplus",3,0.5131912,1,55.2631539245152
"87","pav",105,"control","second",7,"CSplus",4,0.4348005,1,55.2631539245152
"88","pav",105,"control","second",8,"CSminus",4,0.4967144,1,61.5131537748441
"89","pav",105,"control","second",9,"CSplus",5,0,0,55.2631539245152
"90","pav",105,"control","second",10,"CSminus",5,0.4330217,1,61.5131537748441
"91","pav",105,"control","second",11,"CSplus",6,0.4558353,1,55.2631539245152
"92","pav",105,"control","second",12,"CSminus",6,0.6236006,1,61.5131537748441
"93","pav",105,"control","second",13,"CSminus",7,0.7476124,1,61.5131537748441
"94","pav",105,"control","second",14,"CSplus",7,0.4596736,1,55.2631539245152
"95","pav",105,"control","second",15,"CSplus",8,0.4723705,1,55.2631539245152
"96","pav",105,"control","second",16,"CSminus",8,0.5211926,1,61.5131537748441
"97","pav",105,"control","second",17,"CSplus",9,0.3969412,1,55.2631539245152
"98","pav",105,"control","second",18,"CSminus",9,0.797915,1,61.5131537748441
"99","pav",105,"control","second",19,"CSplus",10,0.3418193,1,55.2631539245152
"100","pav",105,"control","second",20,"CSminus",10,0.4519384,1,61.5131537748441
"101","pav",105,"control","second",21,"CSplus",11,0.3184411,1,55.2631539245152
"102","pav",105,"control","second",22,"CSminus",11,0.6997776,1,61.5131537748441
"103","pav",105,"control","second",23,"CSminus",12,0.8833683,1,61.5131537748441
"104","pav",105,"control","second",24,"CSplus",12,0.4464997,1,55.2631539245152
"105","pav",105,"control","second",25,"CSminus",13,0.7766676,1,61.5131537748441
"106","pav",105,"control","second",26,"CSplus",13,0.5522321,1,55.2631539245152
"107","pav",105,"control","second",27,"CSplus",14,0,0,55.2631539245152
"108","pav",105,"control","second",28,"CSminus",14,0.3947381,1,61.5131537748441
"109","pav",105,"control","second",29,"CSminus",15,0.7211617,1,61.5131537748441
"110","pav",105,"control","second",30,"CSplus",15,0,0,55.2631539245152
"111","pav",105,"control","second",31,"CSplus",16,0.7785541,1,55.2631539245152
"112","pav",105,"control","second",32,"CSminus",16,0.5057688,1,61.5131537748441
"113","pav",105,"control","second",33,"CSminus",17,0.5537556,1,61.5131537748441
"114","pav",105,"control","second",34,"CSplus",17,0.8431763,1,55.2631539245152
"115","pav",105,"control","second",35,"CSplus",18,0.4101141,1,55.2631539245152
"116","pav",105,"control","second",36,"CSminus",18,0.4291386,1,61.5131537748441
"117","pav",105,"control","second",37,"CSminus",19,0.6216797,1,61.5131537748441
"118","pav",105,"control","second",38,"CSplus",19,0.684601,1,55.2631539245152
"119","pav",105,"control","second",39,"CSminus",20,0.848268,1,61.5131537748441
"120","pav",105,"control","second",40,"CSplus",20,0.685765,1,55.2631539245152
"121","pav",106,"control","second",1,"CSplus",1,0.5067776,1,50.0000011973684
"122","pav",106,"control","second",2,"CSminus",1,0.529678,1,50.0000011973684
"123","pav",106,"control","second",3,"CSplus",2,0.7699043,1,50.0000011973684
"124","pav",106,"control","second",4,"CSminus",2,0.677015,1,50.0000011973684
"125","pav",106,"control","second",5,"CSminus",3,0.5473664,1,50.0000011973684
"126","pav",106,"control","second",6,"CSplus",3,0.4983991,1,50.0000011973684
"127","pav",106,"control","second",7,"CSminus",4,0.3950654,1,50.0000011973684
"128","pav",106,"control","second",8,"CSplus",4,0.7534966,1,50.0000011973684
"129","pav",106,"control","second",9,"CSplus",5,0.5221831,1,50.0000011973684
"130","pav",106,"control","second",10,"CSminus",5,0.6113689,1,50.0000011973684
"131","pav",106,"control","second",11,"CSplus",6,0.6519946,1,50.0000011973684
"132","pav",106,"control","second",12,"CSminus",6,0.9111837,1,50.0000011973684
"133","pav",106,"control","second",13,"CSplus",7,0.5195264,1,50.0000011973684
"134","pav",106,"control","second",14,"CSminus",7,0.484179,1,50.0000011973684
"135","pav",106,"control","second",15,"CSminus",8,0.6141599,1,50.0000011973684
"136","pav",106,"control","second",16,"CSplus",8,0.8075315,1,50.0000011973684
"137","pav",106,"control","second",17,"CSplus",9,0.6540608,1,50.0000011973684
"138","pav",106,"control","second",18,"CSminus",9,0.6018347,1,50.0000011973684
"139","pav",106,"control","second",19,"CSminus",10,0.3364013,1,50.0000011973684
"140","pav",106,"control","second",20,"CSplus",10,0.5277103,1,50.0000011973684
"141","pav",106,"control","second",21,"CSminus",11,0.8535995,1,50.0000011973684
"142","pav",106,"control","second",22,"CSplus",11,0.9720311,1,50.0000011973684
"143","pav",106,"control","second",23,"CSminus",12,0,0,50.0000011973684
"144","pav",106,"control","second",24,"CSplus",12,0.5186325,1,50.0000011973684
"145","pav",106,"control","second",25,"CSplus",13,0.7889261,1,50.0000011973684
"146","pav",106,"control","second",26,"CSminus",13,0.8096115,1,50.0000011973684
"147","pav",106,"control","second",27,"CSminus",14,0.9852944,1,50.0000011973684
"148","pav",106,"control","second",28,"CSplus",14,0,0,50.0000011973684
"149","pav",106,"control","second",29,"CSplus",15,0,0,50.0000011973684
"150","pav",106,"control","second",30,"CSminus",15,0.5979631,1,50.0000011973684
"151","pav",106,"control","second",31,"CSminus",16,0.8769467,1,50.0000011973684
"152","pav",106,"control","second",32,"CSplus",16,0.791439,1,50.0000011973684
"153","pav",106,"control","second",33,"CSminus",17,0,0,50.0000011973684
"154","pav",106,"control","second",34,"CSplus",17,0,0,50.0000011973684
"155","pav",106,"control","second",35,"CSplus",18,0.7205457,1,50.0000011973684
"156","pav",106,"control","second",36,"CSminus",18,0,0,50.0000011973684
"157","pav",106,"control","second",37,"CSplus",19,0,0,50.0000011973684
"158","pav",106,"control","second",38,"CSminus",19,0.4641611,1,50.0000011973684
"159","pav",106,"control","second",39,"CSminus",20,0.4867192,1,50.0000011973684
"160","pav",106,"control","second",40,"CSplus",20,0.5329886,1,50.0000011973684
"161","pav",107,"control","second",1,"CSminus",1,0.5577846,1,74.0131654491864
"162","pav",107,"control","second",2,"CSplus",1,0.5656744,1,55.2631539245152
"163","pav",107,"control","second",3,"CSplus",2,0.8308454,1,55.2631539245152
"164","pav",107,"control","second",4,"CSminus",2,0.5321176,1,74.0131654491864
"165","pav",107,"control","second",5,"CSplus",3,0.4894025,1,55.2631539245152
"166","pav",107,"control","second",6,"CSminus",3,0.3898597,1,74.0131654491864
"167","pav",107,"control","second",7,"CSplus",4,0.534458,1,55.2631539245152
"168","pav",107,"control","second",8,"CSminus",4,0.5145672,1,74.0131654491864
"169","pav",107,"control","second",9,"CSminus",5,0.4603098,1,74.0131654491864
"170","pav",107,"control","second",10,"CSplus",5,0.5382058,1,55.2631539245152
"171","pav",107,"control","second",11,"CSminus",6,0.4983982,1,74.0131654491864
"172","pav",107,"control","second",12,"CSplus",6,0.4653005,1,55.2631539245152
"173","pav",107,"control","second",13,"CSplus",7,0.646977,1,55.2631539245152
"174","pav",107,"control","second",14,"CSminus",7,0.5231739,1,74.0131654491864
"175","pav",107,"control","second",15,"CSminus",8,0.7071456,1,74.0131654491864
"176","pav",107,"control","second",16,"CSplus",8,0.4675046,1,55.2631539245152
"177","pav",107,"control","second",17,"CSplus",9,0.3551915,1,55.2631539245152
"178","pav",107,"control","second",18,"CSminus",9,0.5534976,1,74.0131654491864
"179","pav",107,"control","second",19,"CSminus",10,0.4663794,1,74.0131654491864
"180","pav",107,"control","second",20,"CSplus",10,0.7743569,1,55.2631539245152
"181","pav",107,"control","second",21,"CSplus",11,0.5187416,1,55.2631539245152
"182","pav",107,"control","second",22,"CSminus",11,0.3700378,1,74.0131654491864
"183","pav",107,"control","second",23,"CSminus",12,0.5848361,1,74.0131654491864
"184","pav",107,"control","second",24,"CSplus",12,0,0,55.2631539245152
"185","pav",107,"control","second",25,"CSminus",13,0.3413989,1,74.0131654491864
"186","pav",107,"control","second",26,"CSplus",13,0.5011351,1,55.2631539245152
"187","pav",107,"control","second",27,"CSplus",14,0.5701432,1,55.2631539245152
"188","pav",107,"control","second",28,"CSminus",14,0.4559988,1,74.0131654491864
"189","pav",107,"control","second",29,"CSplus",15,0.293383,1,55.2631539245152
"190","pav",107,"control","second",30,"CSminus",15,0.4850405,1,74.0131654491864
"191","pav",107,"control","second",31,"CSplus",16,0.7936024,1,55.2631539245152
"192","pav",107,"control","second",32,"CSminus",16,0.5055385,1,74.0131654491864
"193","pav",107,"control","second",33,"CSplus",17,0.5159794,1,55.2631539245152
"194","pav",107,"control","second",34,"CSminus",17,0.4656279,1,74.0131654491864
"195","pav",107,"control","second",35,"CSplus",18,0.4455607,1,55.2631539245152
"196","pav",107,"control","second",36,"CSminus",18,0.5938091,1,74.0131654491864
"197","pav",107,"control","second",37,"CSplus",19,0.5176639,1,55.2631539245152
"198","pav",107,"control","second",38,"CSminus",19,0.5880519,1,74.0131654491864
"199","pav",107,"control","second",39,"CSplus",20,0.7857434,1,55.2631539245152
"200","pav",107,"control","second",40,"CSminus",20,0.6007056,1,74.0131654491864
"201","pav",108,"control","second",1,"CSminus",1,0.2782509,1,52.3026365023373
"202","pav",108,"control","second",2,"CSplus",1,0.3038978,1,91.776317876991
"203","pav",108,"control","second",3,"CSminus",2,0.379308,1,52.3026365023373
"204","pav",108,"control","second",4,"CSplus",2,0.3969776,1,91.776317876991
"205","pav",108,"control","second",5,"CSminus",3,0.4180232,1,52.3026365023373
"206","pav",108,"control","second",6,"CSplus",3,0.2886154,1,91.776317876991
"207","pav",108,"control","second",7,"CSplus",4,0.3212906,1,91.776317876991
"208","pav",108,"control","second",8,"CSminus",4,0.3681198,1,52.3026365023373
"209","pav",108,"control","second",9,"CSplus",5,0.3633264,1,91.776317876991
"210","pav",108,"control","second",10,"CSminus",5,0.3198447,1,52.3026365023373
"211","pav",108,"control","second",11,"CSplus",6,0.2498254,1,91.776317876991
"212","pav",108,"control","second",12,"CSminus",6,0.7724983,1,52.3026365023373
"213","pav",108,"control","second",13,"CSplus",7,0.5260012,1,91.776317876991
"214","pav",108,"control","second",14,"CSminus",7,0.6291443,1,52.3026365023373
"215","pav",108,"control","second",15,"CSplus",8,0.2939698,1,91.776317876991
"216","pav",108,"control","second",16,"CSminus",8,0.2669575,1,52.3026365023373
"217","pav",108,"control","second",17,"CSplus",9,0.4955654,1,91.776317876991
"218","pav",108,"control","second",18,"CSminus",9,0.3244822,1,52.3026365023373
"219","pav",108,"control","second",19,"CSplus",10,0.3654911,1,91.776317876991
"220","pav",108,"control","second",20,"CSminus",10,0.330666,1,52.3026365023373
"221","pav",108,"control","second",21,"CSplus",11,0.3537441,1,91.776317876991
"222","pav",108,"control","second",22,"CSminus",11,0.301526,1,52.3026365023373
"223","pav",108,"control","second",23,"CSminus",12,0.6123699,1,52.3026365023373
"224","pav",108,"control","second",24,"CSplus",12,0.2929935,1,91.776317876991
"225","pav",108,"control","second",25,"CSplus",13,0.3732455,1,91.776317876991
"226","pav",108,"control","second",26,"CSminus",13,0.3072302,1,52.3026365023373
"227","pav",108,"control","second",27,"CSminus",14,0.3888665,1,52.3026365023373
"228","pav",108,"control","second",28,"CSplus",14,0.3537589,1,91.776317876991
"229","pav",108,"control","second",29,"CSminus",15,0.3784064,1,52.3026365023373
"230","pav",108,"control","second",30,"CSplus",15,0.3850107,1,91.776317876991
"231","pav",108,"control","second",31,"CSminus",16,0.39236,1,52.3026365023373
"232","pav",108,"control","second",32,"CSplus",16,0.3409561,1,91.776317876991
"233","pav",108,"control","second",33,"CSplus",17,0.4020587,1,91.776317876991
"234","pav",108,"control","second",34,"CSminus",17,0.3558623,1,52.3026365023373
"235","pav",108,"control","second",35,"CSplus",18,0.477788,1,91.776317876991
"236","pav",108,"control","second",36,"CSminus",18,0.3291784,1,52.3026365023373
"237","pav",108,"control","second",37,"CSplus",19,0.2721592,1,91.776317876991
"238","pav",108,"control","second",38,"CSminus",19,0.3789773,1,52.3026365023373
"239","pav",108,"control","second",39,"CSplus",20,0.3772861,1,91.776317876991
"240","pav",108,"control","second",40,"CSminus",20,0.2865698,1,52.3026365023373
"241","pav",109,"control","second",1,"CSminus",1,0.3162868,1,51.644742411444
"242","pav",109,"control","second",2,"CSplus",1,0.3366753,1,56.5789540799863
"243","pav",109,"control","second",3,"CSminus",2,0.5721321,1,51.644742411444
"244","pav",109,"control","second",4,"CSplus",2,0.6594195,1,56.5789540799863
"245","pav",109,"control","second",5,"CSplus",3,0.3133197,1,56.5789540799863
"246","pav",109,"control","second",6,"CSminus",3,0.5111467,1,51.644742411444
"247","pav",109,"control","second",7,"CSminus",4,0.3790402,1,51.644742411444
"248","pav",109,"control","second",8,"CSplus",4,0.6693311,1,56.5789540799863
"249","pav",109,"control","second",9,"CSminus",5,0.3237965,1,51.644742411444
"250","pav",109,"control","second",10,"CSplus",5,0.311327,1,56.5789540799863
"251","pav",109,"control","second",11,"CSplus",6,0.5974814,1,56.5789540799863
"252","pav",109,"control","second",12,"CSminus",6,0.8892849,1,51.644742411444
"253","pav",109,"control","second",13,"CSminus",7,0.5318754,1,51.644742411444
"254","pav",109,"control","second",14,"CSplus",7,0.474258,1,56.5789540799863
"255","pav",109,"control","second",15,"CSminus",8,0.5025603,1,51.644742411444
"256","pav",109,"control","second",16,"CSplus",8,0.4711273,1,56.5789540799863
"257","pav",109,"control","second",17,"CSminus",9,0.3192347,1,51.644742411444
"258","pav",109,"control","second",18,"CSplus",9,0.4893114,1,56.5789540799863
"259","pav",109,"control","second",19,"CSplus",10,0.3840212,1,56.5789540799863
"260","pav",109,"control","second",20,"CSminus",10,0.4652809,1,51.644742411444
"261","pav",109,"control","second",21,"CSplus",11,0.5811143,1,56.5789540799863
"262","pav",109,"control","second",22,"CSminus",11,0.6010781,1,51.644742411444
"263","pav",109,"control","second",23,"CSplus",12,0.4616149,1,56.5789540799863
"264","pav",109,"control","second",24,"CSminus",12,0.419269,1,51.644742411444
"265","pav",109,"control","second",25,"CSminus",13,0.3999543,1,51.644742411444
"266","pav",109,"control","second",26,"CSplus",13,0.4383174,1,56.5789540799863
"267","pav",109,"control","second",27,"CSplus",14,0.452466,1,56.5789540799863
"268","pav",109,"control","second",28,"CSminus",14,0.4637016,1,51.644742411444
"269","pav",109,"control","second",29,"CSplus",15,0.4459567,1,56.5789540799863
"270","pav",109,"control","second",30,"CSminus",15,0.4939165,1,51.644742411444
"271","pav",109,"control","second",31,"CSplus",16,0.4843121,1,56.5789540799863
"272","pav",109,"control","second",32,"CSminus",16,0.3624393,1,51.644742411444
"273","pav",109,"control","second",33,"CSplus",17,0.5072363,1,56.5789540799863
"274","pav",109,"control","second",34,"CSminus",17,0.4724141,1,51.644742411444
"275","pav",109,"control","second",35,"CSminus",18,0.5515092,1,51.644742411444
"276","pav",109,"control","second",36,"CSplus",18,0.307303,1,56.5789540799863
"277","pav",109,"control","second",37,"CSminus",19,0.4361024,1,51.644742411444
"278","pav",109,"control","second",38,"CSplus",19,0.4708492,1,56.5789540799863
"279","pav",109,"control","second",39,"CSplus",20,0.5865357,1,56.5789540799863
"280","pav",109,"control","second",40,"CSminus",20,0.6974512,1,51.644742411444
"281","pav",110,"control","second",1,"CSplus",1,0.5472446,1,57.2368481708796
"282","pav",110,"control","second",2,"CSminus",1,0.5285968,1,38.4868486198928
"283","pav",110,"control","second",3,"CSplus",2,0.5166992,1,57.2368481708796
"284","pav",110,"control","second",4,"CSminus",2,0.3522006,1,38.4868486198928
"285","pav",110,"control","second",5,"CSminus",3,0.3130993,1,38.4868486198928
"286","pav",110,"control","second",6,"CSplus",3,0.3804588,1,57.2368481708796
"287","pav",110,"control","second",7,"CSplus",4,0.2239427,1,57.2368481708796
"288","pav",110,"control","second",8,"CSminus",4,0.2473297,1,38.4868486198928
"289","pav",110,"control","second",9,"CSplus",5,0.2341857,1,57.2368481708796
"290","pav",110,"control","second",10,"CSminus",5,0.2669909,1,38.4868486198928
"291","pav",110,"control","second",11,"CSplus",6,0.4041803,1,57.2368481708796
"292","pav",110,"control","second",12,"CSminus",6,0.2452664,1,38.4868486198928
"293","pav",110,"control","second",13,"CSminus",7,0.2294237,1,38.4868486198928
"294","pav",110,"control","second",14,"CSplus",7,0.2898362,1,57.2368481708796
"295","pav",110,"control","second",15,"CSminus",8,0.2373545,1,38.4868486198928
"296","pav",110,"control","second",16,"CSplus",8,0.6290406,1,57.2368481708796
"297","pav",110,"control","second",17,"CSplus",9,0.4509224,1,57.2368481708796
"298","pav",110,"control","second",18,"CSminus",9,0.3006869,1,38.4868486198928
"299","pav",110,"control","second",19,"CSminus",10,0.392351,1,38.4868486198928
"300","pav",110,"control","second",20,"CSplus",10,0.3896511,1,57.2368481708796
"301","pav",110,"control","second",21,"CSminus",11,0,0,38.4868486198928
"302","pav",110,"control","second",22,"CSplus",11,0.2497255,1,57.2368481708796
"303","pav",110,"control","second",23,"CSplus",12,0.9979127,1,57.2368481708796
"304","pav",110,"control","second",24,"CSminus",12,0.4180113,1,38.4868486198928
"305","pav",110,"control","second",25,"CSminus",13,0.299207,1,38.4868486198928
"306","pav",110,"control","second",26,"CSplus",13,0.08559838,1,57.2368481708796
"307","pav",110,"control","second",27,"CSplus",14,0.1635062,1,57.2368481708796
"308","pav",110,"control","second",28,"CSminus",14,0.2974828,1,38.4868486198928
"309","pav",110,"control","second",29,"CSplus",15,0.9685251,1,57.2368481708796
"310","pav",110,"control","second",30,"CSminus",15,0.3123482,1,38.4868486198928
"311","pav",110,"control","second",31,"CSplus",16,0.3505575,1,57.2368481708796
"312","pav",110,"control","second",32,"CSminus",16,0.281966,1,38.4868486198928
"313","pav",110,"control","second",33,"CSminus",17,0.2380717,1,38.4868486198928
"314","pav",110,"control","second",34,"CSplus",17,0.3346282,1,57.2368481708796
"315","pav",110,"control","second",35,"CSplus",18,0.2193533,1,57.2368481708796
"316","pav",110,"control","second",36,"CSminus",18,0.2616122,1,38.4868486198928
"317","pav",110,"control","second",37,"CSminus",19,0.2647689,1,38.4868486198928
"318","pav",110,"control","second",38,"CSplus",19,0.2384848,1,57.2368481708796
"319","pav",110,"control","second",39,"CSplus",20,0.3408649,1,57.2368481708796
"320","pav",110,"control","second",40,"CSminus",20,0.3143672,1,38.4868486198928
"321","pav",112,"control","second",1,"CSplus",1,0.3409414,1,91.776317876991
"322","pav",112,"control","second",2,"CSminus",1,0.3941179,1,46.7105307429017
"323","pav",112,"control","second",3,"CSminus",2,0.453678,1,46.7105307429017
"324","pav",112,"control","second",4,"CSplus",2,0.3644374,1,91.776317876991
"325","pav",112,"control","second",5,"CSplus",3,0.315146,1,91.776317876991
"326","pav",112,"control","second",6,"CSminus",3,0.3404346,1,46.7105307429017
"327","pav",112,"control","second",7,"CSminus",4,0.2593388,1,46.7105307429017
"328","pav",112,"control","second",8,"CSplus",4,0.2502668,1,91.776317876991
"329","pav",112,"control","second",9,"CSminus",5,0.254385,1,46.7105307429017
"330","pav",112,"control","second",10,"CSplus",5,0.2511546,1,91.776317876991
"331","pav",112,"control","second",11,"CSplus",6,0.290349,1,91.776317876991
"332","pav",112,"control","second",12,"CSminus",6,0.2351053,1,46.7105307429017
"333","pav",112,"control","second",13,"CSminus",7,0.3381949,1,46.7105307429017
"334","pav",112,"control","second",14,"CSplus",7,0.2752671,1,91.776317876991
"335","pav",112,"control","second",15,"CSminus",8,0.2775164,1,46.7105307429017
"336","pav",112,"control","second",16,"CSplus",8,0.3495823,1,91.776317876991
"337","pav",112,"control","second",17,"CSminus",9,0.3728933,1,46.7105307429017
"338","pav",112,"control","second",18,"CSplus",9,0.2986746,1,91.776317876991
"339","pav",112,"control","second",19,"CSminus",10,0.3487644,1,46.7105307429017
"340","pav",112,"control","second",20,"CSplus",10,0.3137912,1,91.776317876991
"341","pav",112,"control","second",21,"CSplus",11,0.3106675,1,91.776317876991
"342","pav",112,"control","second",22,"CSminus",11,0.301415,1,46.7105307429017
"343","pav",112,"control","second",23,"CSminus",12,0.2762793,1,46.7105307429017
"344","pav",112,"control","second",24,"CSplus",12,0.2657682,1,91.776317876991
"345","pav",112,"control","second",25,"CSplus",13,0.3523368,1,91.776317876991
"346","pav",112,"control","second",26,"CSminus",13,0.2650517,1,46.7105307429017
"347","pav",112,"control","second",27,"CSplus",14,0.3085459,1,91.776317876991
"348","pav",112,"control","second",28,"CSminus",14,0.3150699,1,46.7105307429017
"349","pav",112,"control","second",29,"CSplus",15,0.2290187,1,91.776317876991
"350","pav",112,"control","second",30,"CSminus",15,0.3393518,1,46.7105307429017
"351","pav",112,"control","second",31,"CSminus",16,0.3612118,1,46.7105307429017
"352","pav",112,"control","second",32,"CSplus",16,0.3399769,1,91.776317876991
"353","pav",112,"control","second",33,"CSminus",17,0.2420649,1,46.7105307429017
"354","pav",112,"control","second",34,"CSplus",17,0.3807972,1,91.776317876991
"355","pav",112,"control","second",35,"CSminus",18,0.2341293,1,46.7105307429017
"356","pav",112,"control","second",36,"CSplus",18,0.3675559,1,91.776317876991
"357","pav",112,"control","second",37,"CSplus",19,0.3905886,1,91.776317876991
"358","pav",112,"control","second",38,"CSminus",19,0.2868863,1,46.7105307429017
"359","pav",112,"control","second",39,"CSplus",20,0.2410405,1,91.776317876991
"360","pav",112,"control","second",40,"CSminus",20,0.2377039,1,46.7105307429017
"361","pav",113,"control","second",1,"CSplus",1,0.5634265,1,50.0000011973684
